file,function,lineno,end_lineno,section,has_doc,doc_first,com_calls,file_ops,win_ops,try_count,bare_except,return_kinds
library/cad_blocks.py,huoqu_kuai_pl,810,830,&&% 获取块内多段线,0,,Item,,,0,0,
library/cad_blocks.py,create_block_with_basepoint,840,852,&&% 创建带基点块,0,,AddCircle,,,0,0,
library/cad_blocks.py,create_block_with_triangle_and_text,858,879,&&% 创建三角形文字块,0,,AddLine;AddText,,,0,0,
library/cad_blocks.py,huoqu_kuai_pl,883,902,&&% 创建三角形文字块,0,,Item,,,0,0,
library/cad_blocks.py,get_bounding_box_of_block,909,936,&&% 获取块包围盒,0,,Item,,,1,1,tuple
library/cad_blocks.py,create_new_block_with_insert_and_line,940,963,&&% 创建含插入和直线的块,0,,InsertBlock;AddLine,,,0,0,None
library/cad_blocks.py,copy_and_move_blocks_from_layer,968,989,&&% 复制并移动图层块,0,,Copy;Move,,,0,0,
library/cad_blocks.py,delete_block_instances_and_definition_retry,996,1064,&&% 旧版,1,删除指定名称的块实例和块定义，带重试机制。,Item;Delete,,,1,0,"None,bool"
library/cad_blocks.py,delete_block_instances_and_definition_optimized,1068,1146,&&% 极速清理,1,【函数编号】: CLEAN-ROBUST-V34 (核验版),Item;Delete;Erase,,,5,3,bool
library/cad_blocks.py,delete_block_instances_and_definition_optimized,1150,1231,&&% 再次优化,1,【最终推荐版】,Item;Delete;Erase,,,5,1,bool
library/cad_blocks.py,rename_block_entity,1236,1259,&&% 重命名块实体,1,将给定块参照实体 ent 的块名改为 new_name。,Item,,,1,0,
library/cad_blocks.py,get_block_instances,1264,1297,&&% 由块名选择实例,1,根据给定的块定义名，检索当前图形中所有对应的块参照实例（BlockReference），,,,,2,0,"list,object"
library/cad_blocks.py,get_entities_from_block_reference,1304,1323,&&% 获取块引用实体,1,获取块引用对象中的所有子实体（COM对象形式）。,Item,,,1,0,"list,object"
library/cad_blocks.py,insert_block_into_autocad,1334,1354,&&% 插入块到CAD,1,以块的方式插入 DWG 文件到 AutoCAD 中,InsertBlock,,,1,0,
library/cad_blocks.py,insert_standard_block,1361,1431,&&% 插入标准块,1,不炸开，,SendCommand,,,1,0,"list,object"
library/cad_blocks.py,insert_and_explode_dwg,1438,1527,&&% 插入并炸开DWG,1,将一个 WBLOCK 导出的标准块 DWG 插入到当前图，,SendCommand,,,2,0,"list,tuple"
library/cad_blocks.py,insert_and_explode_dwg,1533,1631,&&% 新版本性能测试0109,1,【V3.0 重构版】插入并炸开 DWG,SendCommand,,,2,1,tuple
library/cad_blocks.py,get_large_block_instances,1638,1691,&&% 获取大块实例,1,获取模型空间中所有块实例，筛选出“包围盒面积大于 area_threshold” 的块，,,,,2,0,"list,object"
library/cad_blocks.py,get_large_block_instances_with_tolerance,1697,1728,&&% 确定合乎标准打印要求的自建多段线区域,1,获取当前 DWG 中所有大尺寸块实例,,,,2,0,"list,object"
library/cad_blocks.py,transform_point_by_block,1735,1767,&&% 块内坐标转换成世界坐标（适合平面上的一般块）,1,"将块内部坐标 local_pt = (lx, ly, lz) 转换为世界坐标：",,,,0,0,tuple
library/cad_blocks.py,select_block_by_name,1771,1804,&&% 按名称选择块,1,从 *模型空间* 快速选出指定块名的所有实例，返回实体列表。,Delete;Item,,,1,0,"list,object"
library/cad_blocks.py,get_all_block_definitions,1808,1865,&&% 获取所有块定义,1,返回当前 DWG 中所有块定义（BlockTableRecord）对象列表。,Item,,,2,0,object
library/cad_blocks.py,get_all_block_names,1869,1884,&&% 获取所有块名,1,使用全局 li()/doc 获取当前 DWG 中所有块定义的名字列表。,,,,1,0,object
library/cad_blocks.py,purge_block,1888,1943,&&% 块清理,1,删除指定块的所有实例，并彻底清除该块定义。,Item;Delete,,,1,0,
library/cad_blocks.py,purge_unused_blocks,1946,1983,&&% 清理未使用块,1,一次性清除所有未被任何 INSERT 实例引用的块定义。,Item,,,0,0,object
library/cad_blocks.py,purge_block_1,1989,2126,&&% 清理块1,1,删除指定块的所有实例，并尽可能彻底清除该块定义。,Item;Delete,,,6,0,"None,bool,object"
library/cad_blocks.py,purge_unused_blocks_1,2130,2287,&&% 清理未使用块1,1,一次性清除“当前文件中没有任何实例引用”的块定义。,Item;Delete,,,6,0,"bool,list,object"
library/cad_blocks.py,reserve_block_names_for_new_insert,2291,2374,&&% 预留新插入块名,1,【核心目标】在插入新块之前，为一组块名“预留新定义空间”。,Item,,,3,0,"dict,object"
library/cad_blocks.py,get_selected_blockreference_names,2381,2407,&&% 获取选定块引用名,1,使用 pmxz() 选择实体，并返回所有块引用（AcDbBlockReference）的块名列表。,,,,2,0,"list,object"
library/cad_blocks.py,create_block_from_region_cad,2451,2793,&&% 从区域创建CAD块,1,【纯 CAD 重绘版】从矩形区域创建块（重画为标准 CAD 实体），,InsertBlock;Item;Delete;AddLine;AddCircle;AddPolyline;AddText;AddMText;AddPoint,,,13,0,"NoneType,bool,object,tuple"
library/cad_blocks.py,create_block_from_region_cmd,2798,2988,&&% 从区域创建CMD块,1,【命令行版】通过 -BLOCK 从矩形区域创建块（保留天正对象），,SendCommand;GetVariable;Delete;Item;InsertBlock,,,7,1,"NoneType,object,tuple"
library/cad_blocks.py,create_block_from_list_cmd,2992,3149,&&% 从列表对象创建块,1,【命令行版】将指定的 Python 对象列表封装成块。,SendCommand;Item;InsertBlock,,,4,3,"NoneType,object"
library/cad_blocks.py,get_block_contents_at_same_location,3156,3207,&&% 获取块内实体,1,"【函数2】获取块内图形并在原位置复制,它的作用是获取到实体内部对象",Copy;Explode;Delete,,,2,0,"list,object"
library/cad_blocks.py,add_entities_to_block_direct,3214,3394,&&% 添加实体到块,1,【函数】进入块定义内部添加对象（强类型修正版）,Update;Item;Move;Rotate;ScaleEntity;Delete,,,6,2,"bool,object"
library/cad_blocks.py,add_entities_to_block_definition_explode,3398,3532,&&% 添加实体到块,1,【函数】向块定义中追加对象（独立版）,SendCommand;Explode;Update;GetVariable,,,4,3,bool
library/cad_blocks.py,redefine_block_with_entities,3539,3699,&&% 重定义块内容,1,【调试专用版 V2】redefine_block_with_entities,SetVariable;SendCommand;Item;GetVariable;Update,open,,8,5,bool
library/cad_blocks.py,extract_specific_entities_from_block,3720,3907,&&% 提取非块实体,1,【函数】从块中提取指定类型的对象（筛选版）,Explode;Update;Delete;Item,,,7,2,"list,object"
library/cad_blocks.py,safe_explode,3914,3923,&&% 确保简单炸开块,1,【原子操作】,Explode,,,0,0,object
library/cad_blocks.py,_atomic_explode_and_delete,3928,3948,&&% 确保简单炸开块,1,【原子操作】,Explode;Delete,,,1,1,object
library/cad_blocks.py,safe_explode_retry,3951,4079,&&% 确保简单炸开块,1,【通用原子函数 - 深度搜救修正版 (V5.0)】,Item,,,7,5,"NoneType,bool,list,object"
library/cad_blocks.py,explode_single_object_marker,4088,4173,&&% 炸开对象并回溯,1,【主函数】炸开单个对象（辅助线回溯版）,SendCommand;AddLine;Item;Delete,,,5,2,"list,object"
library/cad_blocks.py,safe_explode_and_delete,4176,4226,&&% 安全炸开并删除,1,对块对象 bk 执行安全的 Explode 与 Delete 操作：,Explode;Delete,,,3,0,object
library/cad_blocks.py,count_blocks_by_name,4231,4249,&&% count_blocks_by_name,1,# 【新增】统计指定块数量,,,,1,0,"int,object"
library/cad_blocks.py,count_blocks_by_type,4252,4272,&&% count_blocks_by_type,1,# 【新增】按类型统计块,,,,1,0,"dict,object"
library/cad_blocks.py,generate_block_report,4275,4303,&&% generate_block_report,1,# 【新增】生成块统计报告,,open,,1,0,bool
library/cad_blocks.py,batch_replace_blocks,4307,4338,&&% batch_replace_blocks,1,# 【新增】批量替换块,,,,2,0,"int,object"
library/cad_blocks.py,smart_replace_blocks,4341,4369,&&% smart_replace_blocks,1,# 【新增】智能替换块,,,,2,0,"int,object"
library/cad_control.py,fix_com_cache,46,97,&&% 清理缓存,1,【急救】清理 win32com 的 gen_py 缓存,,rmtree,,4,2,
library/cad_control.py,delete_all_nul_under_folder,104,142,&&% 清除nul,1,输入文件夹路径（如 D:\claude-tasks），,,remove,,1,0,None
library/cad_control.py,kill_dialog_killer,146,179,&&% 终止弹窗程序,1,查找并终止名为 'cad_dialog_killer.py' 的 Python 进程,,,,1,0,
library/cad_control.py,kill_python_script_by_name,186,237,&&% 终止指定py脚本 (psutil版),1,【推荐】使用 psutil 精准终止指定名称的 Python 脚本。,,,,1,0,object
library/cad_control.py,kill_wps,491,524,&&% 结束WPS进程,1,结束所有 WPS/金山办公相关进程，特别是 wpspdf.exe。,,,,0,0,
library/cad_control.py,close_all_excel_processes,529,617,&&%关闭excel进程,1,【函数编号】: SYS-KILL-XLS,,,,2,0,"bool,int,object"
library/cad_control.py,safe_delete,633,685,&&&% 确保安全删除,1,安全删除 CAD 对象。,Delete,,,3,0,bool
library/cad_control.py,move_entities_in_region,698,749,&&% 区域实体移动,1,将 `coms` 对象的包围盒内所有实体，沿向量 (target - 左下角) 移动，,Move,,,2,0,
library/cad_control.py,圆点,755,769,&&% 设置点样式,1,控制点的显示,SetVariable,,,0,0,
library/cad_control.py,图纸背景,774,776,&&% 设置图纸背景色,0,,,,,0,0,
library/cad_control.py,shitu_region,785,802,&&% 视图区域缩放,1,按按对象外包盒调整视图,SendCommand,,,0,0,
library/cad_control.py,shitu_entity,807,828,&&% 视图实体缩放,1,按按对象外包盒调整视图,SendCommand,,,0,0,
library/cad_control.py,record_screen_gif,850,879,&&% 录制屏幕GIF,1,录制屏幕并保存为 GIF。,,,,0,0,
library/cad_control.py,minimize_all_windows,885,926,&&% 最小化所有窗口,1,模拟按下 Win+M，将所有窗口最小化。,,,keybd_event,0,0,
library/cad_control.py,set_autocad_window_to_top_left,934,970,&&% CAD窗口置左上,1,将 AutoCAD 窗口还原并移动到屏幕左上角，可选将其调整为半屏大小。,,,,1,0,None
library/cad_control.py,l,975,977,&&% CAD窗口置左上别名,0,,,,,0,0,
library/cad_control.py,minimize_all_windows_d,985,994,&&% 最小化窗口Win+D,1,模拟 Win + D，将所有窗口最小化（切换）。,,,keybd_event,0,0,
library/cad_control.py,minimize_all_windows_m,998,1017,&&% 最小化窗口Win+M,1,模拟按下 Win+M，将所有窗口最小化。,,,keybd_event,0,0,
library/cad_control.py,restore_and_position,1021,1088,&&% 恢复并定位窗口,1,将第一个标题中包含 name 的窗口恢复、激活，并调整到指定位置和大小。,,,,5,0,bool
library/cad_control.py,list_open_window_titles,1093,1104,&&% 列出打开窗口标题,1,获取当前所有可见窗口的标题列表包括子窗口。,,,,0,0,object
library/cad_control.py,ceshubiao_weizhi,1107,1116,&&% 测鼠标位置,1,提示用户 5 秒内将鼠标移动到 AutoCAD 命令栏输入位置，,,,,0,0,tuple
library/cad_control.py,run_idle_background,1119,1132,&&% 后台运行IDLE,1,用后台模式启动 IDLE 去运行某个脚本，返回 Popen 实例。,,,,0,0,object
library/cad_control.py,click_and_drag,1145,1165,&&% 点击并拖动,1,"在屏幕坐标 (x, y) 按下左键，然后向纵向拖动距离 juli。",,,,0,0,
library/cad_control.py,click_and_find_image_shape,1169,1203,&&% 点击并找图,1,"在 (x, y) 单击一次，然后不断在整个屏幕上查找与 tupian_path 对应的图片形状，",,,,0,0,"NoneType,tuple"
library/cad_control.py,right_click_and_move,1207,1225,&&% 右键点击并移动,1,"在屏幕坐标 (x, y) 处执行右键点击，然后将鼠标相对于 (x, y) ",,,,0,0,
library/cad_control.py,kill_all_idle,1228,1238,&&% 结束所有IDLE进程,1,终止所有名为 'idle' 或 'idle.exe' 的进程（不再需要任务管理器）。,,,,1,0,
library/cad_control.py,set_idle_window_to_top_right,1242,1267,&&% IDLE窗口置右上,0,,,,,0,0,None
library/cad_control.py,r,1270,1272,&&% IDLE窗口置右上,0,,,,,0,0,
library/cad_control.py,place_obs_bottom_right,1276,1302,&&% OBS窗口置右下,1,将 OBS Studio 主窗口移动到屏幕右下角，并缩放为屏幕宽高的一半。,,,,0,0,None
library/cad_control.py,r2,1305,1307,&&% OBS窗口置右下,0,,,,,0,0,
library/cad_control.py,minimize_window,1311,1328,&&% 最小化指定窗口,1,通用：最小化第一个标题包含 window_keyword 的可见窗口。,,,,0,0,bool
library/cad_control.py,maximize_autocad_window,1331,1362,&&% 最大化CAD窗口,1,强制最大化第一个标题包含 window_keyword 的可见窗口。,,,ShowWindow,1,0,bool
library/cad_control.py,start_obs_recording_by_click,1366,1387,&&% 点击开始OBS录制,1,"通过鼠标点击屏幕上 (x,y) 坐标来控制 OBS 开始/停止录制。",,,,0,0,
library/cad_control.py,fs,1392,1400,&&% 发送微信,1,微信调到0.5窗口,,,,0,0,
library/cad_control.py,xuanqun,1403,1430,&&% 选微信群,0,,,,,0,0,
library/cad_control.py,copy_to_clipboard,1434,1451,&&% 复制到剪贴板,1,将传入的 text 文本写入系统剪贴板，供后续右键→粘贴使用。,,,,0,0,
library/cad_control.py,xieweixin,1454,1475,&&% 写微信,0,,,,,0,0,
library/cad_control.py,主操作函数,1478,1517,&&% 主操作函数,0,,,,,0,0,
library/cad_control.py,main_func,1521,1523,&&% 主函数入口,0,,,,,0,0,
library/cad_control.py,luping,1528,1572,&&% 录屏,1,1) 开始 OBS 录制  ,,,,0,0,
library/cad_control.py,魔方,1576,1580,&&% 魔方,0,,,,,0,0,
library/cad_control.py,run_py,1585,1600,&&% 运行Python脚本,0,,,,,1,0,
library/cad_control.py,focus_cmdline,1604,1611,&&% 聚焦命令行,1,把鼠标移到命令行并单击，确保焦点回到 AutoCAD 命令栏。,,,,0,0,
library/cad_control.py,activate_window_by_title,1618,1668,&&% 激活窗口和子窗口,1,激活一个指定标题的窗口。,,,ShowWindow;SetForegroundWindow,1,0,"bool,tuple"
library/cad_control.py,click_in_window,1672,1722,&&% 窗口内点击,1,在指定窗口的某个相对像素位置点击一次（相对于窗口左上角的偏移量）。,,,ShowWindow;SetForegroundWindow,1,0,bool
library/cad_control.py,activate_and_click_aikeyun,1730,1760,&&% 激活并点击艾可云,0,,,,,1,1,
library/cad_control.py,drag_in_window_simple,1766,1802,&&% 窗口内简单拖拽,1,拖拽函数，支持相对或绝对起点：,,,,0,0,
library/cad_control.py,run_auto_explode_area,1817,1841,&&% 纯窗口操作炸开区域内对象,1,这是一个未使用pywin32API控制天正CAD的典型函数,,,,1,0,
library/cad_control.py,list_all_windows,1845,1854,&&% 列出所有窗口,0,,,,,0,0,
library/cad_control.py,minimize_window,1857,1874,&&% 列出所有窗口,1,通用：最小化第一个标题包含 window_keyword 的可见窗口。,,,,0,0,bool
library/cad_control.py,maximize_autocad_window,1876,1907,&&% 列出所有窗口,1,强制最大化第一个标题包含 window_keyword 的可见窗口。,,,ShowWindow,1,0,bool
library/cad_control.py,set_dwg_units_precision,1932,1951,&&% 设置单位精度,1,设置当前 DWG 文件的单位及精度：,SetVariable,,,1,0,
library/cad_control.py,jd,1954,1955,&&% 设置单位精度,0,,,,,0,0,
library/cad_control.py,list_dim_styles,1960,1973,&&% 列出标注样式,1,列出当前 DWG 文件中所有标注样式名称。,Item,,,1,0,"list,object"
library/cad_control.py,set_current_dimstyle_via_command,1978,1989,&&% 设置当前标注样式,1,使用命令行方式设置当前标注样式，兼容天正。,SendCommand,,,1,0,
library/cad_control.py,set_current_text_style,1994,2007,&&% 设置当前文字样式,1,设置当前文字样式（通过 COM 接口方式）。,Item,,,1,0,
library/cad_control.py,huoqu_ziti_style,2011,2015,&&% 获取字体样式,0,,,,,0,0,object
library/cad_control.py,create_text_style,2037,2082,&&% 创建文字样式,1,在当前 DWG 中创建（或更新）一个中文文字样式。,Item,,,3,0,
library/cad_control.py,set_text_style_onlyshx,2088,2123,&&% 设置SHX文字样式,1,C:/Program Files/Autodesk/AutoCAD 2021/Fonts查找可用shx字体    ,Item,,,1,0,bool
library/cad_control.py,set_text_style,2128,2151,&&% 设置文字样式,1,设置CAD中文字样式：英文shx文件 + 中文大字体文件,Item,,,1,0,bool
library/cad_control.py,rename_conflicting_text_styles,2170,2264,&&% 重命名冲突文字样式,1,在两个 DWG 中找出同名（用户）文字样式，,Open;Save;Close;SendCommand;Item,,,4,0,None
library/cad_control.py,transfer_props_by_matchprop,2429,2496,&&% 格式刷属性传递,0,,SendCommand,,,2,0,"None,bool,tuple"
library/cad_control.py,run_dual_threads_1,2539,2634,&&% 双线程运行1,1,通用“双线程-GUI”调度器,,,,0,0,bool
library/cad_control.py,cancel_cad_selection,2639,2651,&&% 取消CAD选择,0,,,,,1,0,bool
library/cad_control.py,close_wps_window_by_click,2657,2689,&&&% 打印辅助,1,在标题包含 title_keyword 的窗口右上角点击一次（×），尝试关闭该窗口。,,,EnumWindows,0,0,bool
library/cad_control.py,min_w,2699,2718,&&% 最小化窗口,0,,,,keybd_event,0,0,
library/cad_control.py,ql,2724,2726,&&% 清除测试图层,0,,,,,0,0,
library/cad_control.py,srhd,2735,2778,&&% 模型空间画点,1,在模型空间绘制点并标注序号，支持以下调用形式：,Item;AddPoint;AddText,,,2,1,"None,str"
library/cad_control.py,srhd_p,2783,2827,&&% 图纸空间画点,1,在图纸空间绘制点和编号，支持：,Item;AddPoint;AddText,,,2,1,"None,str"
library/cad_control.py,comtomath,2831,2841,&&% COM点转数学点,0,,,,,0,0,object
library/cad_control.py,p,2843,2849,&&% COM点转数学点,0,,,,,0,0,object
library/cad_control.py,fuzhi_chakan,2859,2882,&&% 复制查看,0,,Copy;Move,,,1,0,object
library/cad_control.py,celiang_wenzichangdu,2887,2899,&&% 测量文字长度,0,,Copy;Delete,,,0,0,object
library/cad_control.py,celiang_wenzichangdu_write,2904,2918,&&% 写入并测量文字长度,0,,AddText;Delete,,,0,0,object
library/cad_control.py,qingkong_wenjianjia,2925,2940,&&% 清空文件夹,0,,,remove,,0,0,
library/cad_control.py,get_bbox_info,2947,2999,&&% 获取包围盒信息,1,获取传入 AutoCAD COM 对象（如 Line、Circle、BlockReference 等）的外包盒信息，,,,,1,0,"NoneType,tuple"
library/cad_control.py,bbox_orientation_flag,3003,3022,&&% 包围盒方向标志,1,判断任意 COM 对象的外包盒是竖向、横向还是正方形：,,,,0,0,object
library/cad_control.py,group_bbox_corners,3026,3119,&&% 获取多个对象的外包盒数据,1,【通用加强版】计算一组 COM 对象的整体外包盒，并按顺序返回四个角点。,Update,,,1,0,"NoneType,tuple"
library/cad_control.py,bbox_center_2,3154,3159,&&% 包围盒中心2D,0,,,,,0,0,tuple
library/cad_control.py,bbox_center_3,3162,3167,&&% 包围盒中心3D,1,"返回实体外包盒中心 (cx, cy, cz)",,,,0,0,tuple
library/cad_control.py,safe_get_bbox,3170,3233,&&% 安全获取包围盒,1,【通用加强版】安全获取 AutoCAD 图元外包盒 (GetBoundingBox),Update,,,1,0,"NoneType,tuple"
library/cad_control.py,analyze_dwg_objects_status,3238,3353,&&% dwg状态分析函数,1,分析当前激活DWG文件中的对象状态,,,,5,1,object
library/cad_geometry.py,compute_line_angle,52,71,&&% 计算直线角度,1,计算直线的方向角（单位：度），基于 StartPoint / EndPoint。,,,,1,0,"NoneType,object"
library/cad_geometry.py,draw_point,76,92,&&% 绘制点,1,在模型空间绘制一个 AutoCAD 点实体。,AddPoint,,,1,0,"NoneType,object"
library/cad_geometry.py,draw_line,95,110,&&% 绘制直线,1,在模型空间中绘制从 p1 到 p2 的直线段。,AddLine,,,1,0,"NoneType,object"
library/cad_geometry.py,draw_circle,114,130,&&% 绘制圆,1,以 center 为圆心、radius 为半径绘制圆。,AddCircle,,,1,0,"NoneType,object"
library/cad_geometry.py,draw_regular_polygon,134,161,&&% 绘制正多边形,1,绘制正多边形（LWPolyline，已闭合）,AddLightWeightPolyline,,,1,0,"NoneType,object"
library/cad_geometry.py,prioritize_horizontal,166,185,&&% 优先水平线,1,将列表中所有“水平”直线段（起点和终点的 y 差小于 tol）放在最前面，,,,,0,0,tuple
library/cad_geometry.py,get_spline_length_by_conversion,190,225,&&% 获取样条曲线长度,1,将样条曲线对象复制、高亮并通过 _SPLINEDIT 转为多段线，,Copy;SendCommand;Item;Delete,,,1,0,"NoneType,object"
library/cad_geometry.py,estimate_ellipse_length,228,242,&&% 估算椭圆周长,1,估算椭圆对象的长度（周长），使用 Ramanujan 公式。,,,,1,0,"NoneType,object"
library/cad_geometry.py,get_entity_geometry_info,247,329,&&% 获取几何信息,1,根据图元类型返回其关键几何信息：,,,,1,0,dict
library/cad_geometry.py,points_on_line_at_distance_3d,336,371,&&% 直线定距点,1,已知 px 在由 p1->p2 确定的直线上，返回在该直线上与 px 距离为 distance 的两个点。,,,,0,0,list
library/cad_geometry.py,find_fake_intersection_regions,379,438,&&% 查找伪交点区域,1,查找伪相交区域：对于任意线段 A 的端点 P，若：,AddCircle,,,2,1,object
library/cad_geometry.py,lines_daduan,446,462,&&% 直线打断,1,这个命令对于避免天正墙体没有出现不相交的覆盖是非常重要的，直接应用天正的tlinebk,SendCommand,,,0,0,
library/cad_geometry.py,delete_duplicate_lines,472,517,&&% 删除重复直线,1,删除重复的直线段，仅保留每组中一条。,Delete,,,2,2,"bool,object"
library/cad_geometry.py,delete_redundant_lines,524,596,&&% 删除冗余直线,1,删除重复线段和局部重复线段，只保留每组中的一条。,Delete,,,3,3,"bool,object"
library/cad_geometry.py,find_isolated_intersections,602,674,&&% 查找孤立交点,1,找出线段列表 LB 中的孤立线段，并计算它们与其它线段的所有交点。,Delete,,,0,0,"NoneType,object,tuple"
library/cad_geometry.py,get_inner_point_of_polygon,683,697,&&% 获取多边形内点,1,获取给定 polygon 的一个保证在其内部的点。,,,,0,0,tuple
library/cad_geometry.py,get_room_outline_from_point,722,744,&&% 获取房间轮廓,1,自动发送 TSpOutline 命令，从指定点获取房间轮廓。,SendCommand,,,1,0,
library/cad_geometry.py,connect_lines_to_polyline_if_closed,748,820,&&% 连接闭合多段线,1,判断线段是否首尾连接成闭合多边形，如果是，则绘制PL多段线。,AddLightWeightPolyline,,,2,0,"NoneType,object"
library/cad_geometry.py,is_closed_polygon_from_lines,824,883,&&% 判断闭合多边形,1,判断一组 AutoCAD 直线段是否首尾连接形成闭合多边形。,,,,2,0,bool
library/cad_geometry.py,same_point,886,888,&&% 判断同点,1,判断两个点是否在容差范围内相同（只比较 X、Y 坐标）,,,,0,0,object
library/cad_geometry.py,same_line,892,905,&&% 判断同线,1,判断两条线段 ln1 和 ln2 是否“相同”,,,,0,0,object
library/cad_geometry.py,calculate_absolute_angle,909,922,&&% 计算绝对角度,1,计算线段（line）从点 P 出发的绝对角度（0-360°）,,,,0,0,object
library/cad_geometry.py,calculate_relative_angle,925,956,&&% 计算相对角度,1,计算当前参考线（current_line）与候选线段（line）之间的相对角度，,,,,0,0,object
library/cad_geometry.py,find_lines_angle,962,997,&&% 按角度查找线段,1,查找与指定点 P 共端点的所有线段，并按从 P 出发离开的绝对几何角度排序。,,,,1,0,object
library/cad_geometry.py,find_lines_sharing_point,1003,1030,&&% 查找共点线段,1,查找与指定点 P 共端点的所有线段，并按从 current_line 逆时针旋转到其他线段的相对角度排序。,,,,1,0,object
library/cad_geometry.py,find_successor_line_max,1036,1078,&&% 查找最大转角后继线,1,在给定共点 P 处，排除当前线段（current_line）后，,,,,0,0,tuple
library/cad_geometry.py,find_rightbottom_point,1083,1098,&&% 查找右下角点,1,从所有线段端点中，找出 y 值最小的点；若有多个，则选 x 最大的点作为最右下角点。,,,,0,0,"NoneType,object"
library/cad_geometry.py,find_rightbottom_closed_polygon,1140,1204,&&% 查找右下角闭合多边形,1,利用所有线段构造封闭多边形：,,,,0,0,"NoneType,object"
library/cad_geometry.py,draw_polygon_as_polyline,1211,1318,&&% 绘制多边形,1,将构造的多边形（polygon）转换为顶点序列，并在当前 AutoCAD 文档 doc 的 ModelSpace 中添加,Item;AddPolyline;Update,,,2,0,"NoneType,object"
library/cad_geometry.py,is_nearly_equal,1327,1328,&&% 近似相等,0,,,,,0,0,object
library/cad_geometry.py,find_successor_line_min,1335,1377,&&% 查找最小转角后继线,0,,,,,1,0,tuple
library/cad_geometry.py,get_outer_contour,1386,1454,&&% 获取外轮廓,1,获取一组直线段的外轮廓线,,,,0,0,"list,object"
